record_id,site_name,material,quantity_tons,grade_percent,extraction_date,operator,status,depth_meter,cost_usd
4125,Tambang D,Tembaga,677.01,1.22,2021-12-28 11:16:01.362893,PT Tambang Jaya,Non-Aktif,206.6,50935.16
4126,Tambang C,Tembaga,731.94,3.36,2021-07-22 02:35:50.768150,PT Tambang Jaya,Aktif,10.8,42713.38
4127,Tambang B,Batubara,693.65,2.44,2023-10-08 19:46:17.611139,PT Mineral Nusantara,Aktif,19.3,47343.83
4128,Tambang C,Nikel,122.82,0.58,2021-04-20 23:15:46.850196,PT Emas Sejahtera,Reklamasi,251.8,2369.26
4129,Tambang D,Tembaga,660.32,2.93,2020-09-22 18:40:50.785096,PT Mineral Nusantara,Reklamasi,83.3,13958.45
4130,Tambang C,Emas,287.19,4.95,2020-06-04 19:00:25.124516,PT Tambang Jaya,Aktif,33.6,76553.96
4131,Tambang C,Emas,38.51,2.07,2021-01-04 23:50:50.768314,PT Tambang Jaya,Reklamasi,125.8,42491.29
4132,Tambang A,Emas,420.68,4.85,2022-07-31 11:37:01.212331,PT Tambang Jaya,Non-Aktif,24.8,74547.79
4133,Tambang D,Emas,439.21,0.93,2023-11-25 00:36:24.823285,PT Tambang Jaya,Aktif,227.6,17940.01
4134,Tambang D,Tembaga,472.5,3.8,2023-03-01 17:09:24.620162,PT Tambang Jaya,Reklamasi,153.3,70122.82
4135,Tambang C,Batubara,707.78,1.01,2023-03-26 01:02:57.213607,PT Emas Sejahtera,Non-Aktif,170.1,29622.05
4136,Tambang A,Batubara,315.76,1.73,2023-01-13 09:21:10.447396,PT Mineral Nusantara,Aktif,228.4,70807.04
4137,Tambang D,Emas,322.13,3.07,2020-12-20 18:39:39.858521,PT Tambang Jaya,Reklamasi,237.5,9591.59
4138,Tambang B,Batubara,69.95,3.17,2020-12-25 17:55:09.434271,PT Emas Sejahtera,Non-Aktif,49.5,34030.51
4139,Tambang C,Emas,689.95,3.99,2024-08-10 15:24:19.191746,PT Mineral Nusantara,Aktif,91.3,12816.29
4140,Tambang D,Emas,572.15,3.27,2020-05-19 16:55:54.046684,PT Mineral Nusantara,Reklamasi,60.9,63334.78
4141,Tambang B,Nikel,355.93,3.17,2020-02-18 15:56:59.389717,PT Mineral Nusantara,Non-Aktif,25.7,39867.21
4142,Tambang D,Tembaga,708.14,4.61,2024-09-07 12:44:04.257272,PT Tambang Jaya,Non-Aktif,165.9,8353.42
4143,Tambang B,Tembaga,541.98,2.53,2023-06-24 08:30:36.122410,PT Tambang Jaya,Non-Aktif,82.4,53110.23
4144,Tambang C,Emas,474.55,1.51,2020-12-12 03:10:12.572533,PT Emas Sejahtera,Non-Aktif,54.7,3464.8
4145,Tambang D,Tembaga,516.21,1.23,2020-07-10 05:03:14.527752,PT Emas Sejahtera,Aktif,157.9,82029.29
4146,Tambang D,Batubara,639.98,2.3,2023-09-14 05:36:12.474832,PT Mineral Nusantara,Non-Aktif,193.9,93896.28
4147,Tambang A,Emas,663.4,3.71,2023-10-27 19:52:48.742591,PT Tambang Jaya,Aktif,233.9,81197.01
4148,Tambang C,Nikel,296.07,0.69,2020-11-15 07:29:05.532996,PT Mineral Nusantara,Aktif,15.1,95199.08
4149,Tambang B,Batubara,149.34,1.08,2020-09-30 00:56:31.675331,PT Mineral Nusantara,Reklamasi,162.6,89814.06
4150,Tambang D,Nikel,165.07,0.98,2020-09-13 20:15:56.029775,PT Emas Sejahtera,Aktif,87.5,89598.11
4151,Tambang D,Nikel,643.0,3.13,2022-04-13 19:01:04.760046,PT Tambang Jaya,Non-Aktif,297.6,25298.57
4152,Tambang B,Tembaga,874.14,1.59,2023-01-14 06:11:01.495975,PT Emas Sejahtera,Aktif,55.5,23885.71
4153,Tambang C,Tembaga,415.4,1.25,2024-10-25 21:42:46.357566,PT Tambang Jaya,Aktif,137.0,81132.89
4154,Tambang A,Emas,177.82,3.17,2022-03-28 02:40:42.892119,PT Mineral Nusantara,Reklamasi,291.3,49647.08
4155,Tambang A,Tembaga,759.04,3.93,2021-07-01 23:33:37.968598,PT Mineral Nusantara,Aktif,71.8,94288.94
4156,Tambang D,Nikel,834.16,1.99,2020-05-26 23:14:19.772421,PT Mineral Nusantara,Reklamasi,244.0,89828.61
4157,Tambang B,Nikel,881.78,3.1,2023-04-16 23:40:08.593681,PT Tambang Jaya,Aktif,80.5,89424.65
4158,Tambang D,Batubara,610.76,0.94,2022-09-13 20:22:53.406738,PT Mineral Nusantara,Reklamasi,31.8,33285.85
4159,Tambang B,Nikel,862.12,4.71,2021-06-02 09:42:11.178081,PT Tambang Jaya,Aktif,22.4,14157.32
4160,Tambang A,Emas,25.26,2.02,2023-09-27 00:31:18.909586,PT Tambang Jaya,Non-Aktif,285.1,68116.44
4161,Tambang C,Emas,116.16,4.99,2020-04-26 21:45:29.875147,PT Emas Sejahtera,Aktif,71.7,44617.1
4162,Tambang B,Tembaga,101.65,4.9,2020-02-20 19:48:35.499067,PT Mineral Nusantara,Reklamasi,94.7,93460.3
4163,Tambang A,Tembaga,715.48,4.0,2020-01-17 06:54:35.085606,PT Emas Sejahtera,Reklamasi,290.4,85532.33
4164,Tambang D,Tembaga,78.89,0.59,2023-08-08 00:09:43.249283,PT Tambang Jaya,Non-Aktif,200.6,92954.07
4165,Tambang B,Emas,501.4,2.95,2023-07-08 12:50:59.244571,PT Mineral Nusantara,Non-Aktif,151.6,57218.76
4166,Tambang C,Nikel,477.98,0.89,2021-04-20 01:30:59.772681,PT Mineral Nusantara,Reklamasi,136.3,53096.55
4167,Tambang D,Tembaga,317.6,4.53,2023-03-31 11:09:41.499235,PT Tambang Jaya,Non-Aktif,24.1,84861.27
4168,Tambang D,Batubara,871.7,4.05,2020-04-18 06:08:35.204700,PT Mineral Nusantara,Aktif,253.3,51677.11
4169,Tambang A,Tembaga,178.73,4.88,2023-06-13 08:06:45.511456,PT Tambang Jaya,Aktif,231.0,90102.86
4170,Tambang B,Emas,358.94,3.24,2024-09-28 21:49:39.361255,PT Mineral Nusantara,Non-Aktif,36.3,4408.41
4171,Tambang D,Tembaga,776.43,2.85,2021-08-27 19:45:13.203320,PT Mineral Nusantara,Aktif,112.5,36520.16
4172,Tambang C,Nikel,40.12,2.84,2024-08-12 05:06:46.885496,PT Tambang Jaya,Aktif,266.8,83648.53
4173,Tambang B,Tembaga,676.22,2.24,2021-10-18 00:05:19.709219,PT Emas Sejahtera,Non-Aktif,78.6,21785.11
4174,Tambang C,Emas,818.23,2.61,2021-05-24 22:53:30.908796,PT Tambang Jaya,Reklamasi,187.3,40497.73
4175,Tambang D,Emas,932.95,3.36,2022-01-12 09:39:31.365669,PT Mineral Nusantara,Aktif,151.5,1994.22
4176,Tambang C,Batubara,877.53,4.7,2024-05-18 20:30:43.770469,PT Tambang Jaya,Non-Aktif,247.4,30870.09
4177,Tambang A,Emas,326.19,3.18,2020-04-14 05:28:17.181519,PT Tambang Jaya,Reklamasi,20.5,32545.16
4178,Tambang C,Batubara,590.5,4.36,2022-08-12 14:11:02.616484,PT Tambang Jaya,Aktif,246.7,73522.03
4179,Tambang B,Nikel,86.52,4.38,2020-01-22 06:47:44.376582,PT Mineral Nusantara,Aktif,49.4,68055.92
4180,Tambang C,Emas,265.29,2.83,2022-07-31 16:22:38.118548,PT Emas Sejahtera,Non-Aktif,14.4,45050.79
4181,Tambang C,Tembaga,103.28,2.06,2021-08-25 16:17:34.869519,PT Emas Sejahtera,Aktif,182.7,73121.81
4182,Tambang A,Nikel,322.04,3.38,2021-01-14 08:04:13.155697,PT Mineral Nusantara,Reklamasi,85.0,43405.16
4183,Tambang C,Tembaga,876.44,2.51,2020-08-12 00:56:57.428302,PT Emas Sejahtera,Non-Aktif,215.7,44026.47
4184,Tambang C,Tembaga,353.7,0.87,2022-05-26 16:41:09.053992,PT Tambang Jaya,Non-Aktif,146.2,64909.88
4185,Tambang D,Tembaga,566.28,2.2,2021-11-02 07:33:24.110988,PT Tambang Jaya,Non-Aktif,185.6,72565.43
4186,Tambang D,Nikel,439.05,4.97,2021-10-06 11:57:14.027112,PT Emas Sejahtera,Non-Aktif,210.0,84843.53
4187,Tambang B,Nikel,464.33,0.72,2021-12-16 04:40:33.271416,PT Emas Sejahtera,Reklamasi,278.8,75388.85
4188,Tambang D,Emas,969.88,3.64,2024-12-14 07:31:19.275136,PT Emas Sejahtera,Reklamasi,248.7,67361.2
4189,Tambang D,Tembaga,303.19,4.29,2024-03-11 21:35:09.930372,PT Tambang Jaya,Reklamasi,153.6,56586.27
4190,Tambang D,Batubara,631.05,3.42,2022-12-13 19:04:11.986201,PT Tambang Jaya,Reklamasi,137.0,31502.75
4191,Tambang D,Emas,425.86,3.06,2024-10-25 14:35:15.932571,PT Mineral Nusantara,Reklamasi,199.9,26847.3
4192,Tambang A,Nikel,70.53,3.68,2024-10-24 10:13:19.526305,PT Mineral Nusantara,Reklamasi,222.7,84481.85
4193,Tambang D,Batubara,494.44,2.43,2020-12-24 12:24:16.486407,PT Tambang Jaya,Non-Aktif,60.1,72017.08
4194,Tambang A,Nikel,815.21,0.91,2021-06-11 09:33:48.339065,PT Tambang Jaya,Non-Aktif,19.4,66875.78
4195,Tambang A,Batubara,107.77,4.83,2023-12-06 16:13:09.332601,PT Mineral Nusantara,Non-Aktif,141.8,26624.9
4196,Tambang D,Emas,78.9,2.45,2020-04-01 12:59:24.112910,PT Mineral Nusantara,Reklamasi,38.8,97009.96
4197,Tambang C,Batubara,162.1,3.49,2021-03-07 11:19:10.810408,PT Tambang Jaya,Non-Aktif,89.1,9049.99
4198,Tambang A,Emas,766.76,2.89,2021-02-04 02:27:19.140056,PT Emas Sejahtera,Reklamasi,179.6,83987.06
4199,Tambang C,Nikel,726.76,0.75,2022-01-11 15:55:03.685781,PT Tambang Jaya,Non-Aktif,53.9,21867.24
4200,Tambang C,Batubara,569.37,4.79,2024-05-01 06:56:07.621930,PT Emas Sejahtera,Reklamasi,18.3,39834.03
4201,Tambang D,Tembaga,473.54,4.07,2020-04-18 13:27:34.844087,PT Tambang Jaya,Reklamasi,170.8,43360.06
4202,Tambang B,Tembaga,889.44,1.17,2020-10-29 10:48:23.388309,PT Mineral Nusantara,Reklamasi,145.2,66607.42
4203,Tambang D,Nikel,769.03,4.92,2021-09-23 02:20:35.657579,PT Mineral Nusantara,Aktif,98.8,55119.57
4204,Tambang B,Batubara,813.82,3.82,2022-08-10 09:47:41.841053,PT Mineral Nusantara,Aktif,145.9,19422.31
4205,Tambang B,Tembaga,815.13,2.63,2023-08-29 07:12:57.439412,PT Tambang Jaya,Reklamasi,208.2,3971.63
4206,Tambang D,Emas,646.29,3.25,2024-03-08 14:45:04.296079,PT Tambang Jaya,Non-Aktif,41.6,72004.12
4207,Tambang D,Batubara,463.43,0.98,2022-05-01 12:10:12.070597,PT Tambang Jaya,Reklamasi,84.1,50987.37
4208,Tambang B,Batubara,866.03,3.02,2024-02-22 04:15:59.045626,PT Emas Sejahtera,Reklamasi,240.5,36816.8
4209,Tambang D,Tembaga,926.75,0.83,2021-08-03 11:51:04.809927,PT Tambang Jaya,Aktif,204.3,29169.39
4210,Tambang B,Emas,33.57,2.95,2020-06-26 22:27:23.778264,PT Emas Sejahtera,Reklamasi,87.2,82481.39
4211,Tambang C,Emas,61.04,2.99,2023-03-28 00:26:35.246879,PT Emas Sejahtera,Aktif,125.5,79757.6
4212,Tambang D,Emas,959.16,4.43,2021-12-15 21:29:07.003114,PT Emas Sejahtera,Non-Aktif,44.7,82778.98
4213,Tambang C,Batubara,284.39,3.76,2023-10-13 20:32:22.028637,PT Mineral Nusantara,Non-Aktif,83.4,22691.39
4214,Tambang A,Nikel,874.64,1.62,2023-04-25 11:01:43.565621,PT Emas Sejahtera,Non-Aktif,253.9,85344.03
4215,Tambang C,Batubara,394.91,4.5,2024-02-11 18:55:55.487905,PT Emas Sejahtera,Reklamasi,137.7,98568.46
4216,Tambang C,Batubara,127.91,3.08,2020-04-14 05:17:01.201433,PT Mineral Nusantara,Aktif,195.7,60316.12
4217,Tambang B,Tembaga,89.64,3.23,2020-08-19 09:23:38.393502,PT Emas Sejahtera,Reklamasi,56.3,5669.93
4218,Tambang C,Nikel,164.94,1.26,2024-04-07 18:22:46.878533,PT Tambang Jaya,Non-Aktif,63.2,70524.27
4219,Tambang D,Emas,257.39,4.36,2022-10-21 05:35:55.527163,PT Tambang Jaya,Reklamasi,282.9,54272.58
4220,Tambang B,Tembaga,493.63,4.69,2024-03-19 22:56:33.204205,PT Mineral Nusantara,Aktif,254.0,71492.68
4221,Tambang A,Batubara,704.48,3.99,2023-03-08 23:37:06.005064,PT Mineral Nusantara,Aktif,239.2,19635.3
4222,Tambang D,Nikel,986.53,4.73,2021-01-27 23:57:22.204056,PT Emas Sejahtera,Non-Aktif,105.6,60974.08
4223,Tambang A,Emas,447.09,1.86,2021-08-25 00:09:19.500343,PT Emas Sejahtera,Non-Aktif,173.2,54380.24
4224,Tambang C,Emas,523.0,4.38,2021-12-27 08:45:32.509997,PT Emas Sejahtera,Non-Aktif,152.8,60646.59
4225,Tambang D,Batubara,526.6,2.7,2021-11-22 18:38:47.811445,PT Mineral Nusantara,Reklamasi,287.3,73047.0
4226,Tambang D,Emas,544.04,1.24,2020-08-19 09:14:02.023669,PT Emas Sejahtera,Aktif,79.5,54877.46
4227,Tambang A,Emas,522.56,3.51,2021-03-06 13:49:28.849787,PT Tambang Jaya,Reklamasi,284.7,32859.23
4228,Tambang D,Nikel,18.69,3.58,2024-12-02 05:53:10.203781,PT Tambang Jaya,Non-Aktif,215.0,31591.38
4229,Tambang D,Tembaga,11.71,1.79,2020-04-14 02:31:20.541374,PT Emas Sejahtera,Aktif,130.0,69810.29
4230,Tambang D,Nikel,106.69,0.62,2023-12-26 07:43:55.833846,PT Mineral Nusantara,Non-Aktif,87.2,66721.34
4231,Tambang C,Tembaga,110.54,1.4,2021-10-27 17:10:32.865824,PT Tambang Jaya,Aktif,229.6,42778.27
4232,Tambang A,Tembaga,707.85,2.3,2022-06-16 00:41:11.539214,PT Mineral Nusantara,Aktif,248.7,36000.36
4233,Tambang D,Tembaga,212.87,1.25,2020-05-28 20:39:12.652099,PT Tambang Jaya,Non-Aktif,113.7,62392.66
4234,Tambang B,Emas,895.77,1.37,2023-10-15 12:53:00.941478,PT Emas Sejahtera,Aktif,59.8,31903.91
4235,Tambang B,Nikel,929.32,2.26,2023-02-24 00:27:14.626296,PT Emas Sejahtera,Aktif,152.8,96363.19
4236,Tambang B,Emas,976.13,4.83,2020-06-24 17:13:55.289945,PT Mineral Nusantara,Non-Aktif,145.9,60051.08
4237,Tambang B,Batubara,939.69,3.94,2022-01-24 04:23:39.772088,PT Emas Sejahtera,Aktif,220.4,59602.32
4238,Tambang C,Nikel,279.17,1.94,2022-01-15 12:58:47.483732,PT Mineral Nusantara,Non-Aktif,292.2,14497.0
4239,Tambang D,Tembaga,514.68,4.78,2024-11-13 08:57:12.797627,PT Mineral Nusantara,Reklamasi,164.1,61355.15
4240,Tambang A,Emas,183.7,3.41,2021-02-14 06:04:16.645429,PT Tambang Jaya,Reklamasi,222.2,30197.59
4241,Tambang D,Emas,808.15,2.55,2021-08-10 13:33:10.622868,PT Tambang Jaya,Non-Aktif,111.7,45731.11
4242,Tambang C,Nikel,889.55,2.61,2020-04-09 11:48:33.557250,PT Emas Sejahtera,Aktif,183.9,54281.74
4243,Tambang B,Nikel,852.78,2.35,2024-02-24 09:39:29.068935,PT Mineral Nusantara,Reklamasi,43.4,48317.21
4244,Tambang C,Tembaga,439.03,1.55,2024-08-03 06:41:23.728839,PT Tambang Jaya,Non-Aktif,246.3,81129.93
4245,Tambang D,Tembaga,761.09,2.24,2020-09-09 12:00:53.022986,PT Emas Sejahtera,Non-Aktif,109.9,10846.87
4246,Tambang A,Batubara,106.6,2.88,2023-10-05 10:55:54.020192,PT Emas Sejahtera,Aktif,33.2,17565.56
4247,Tambang C,Tembaga,49.84,2.88,2020-12-08 18:00:06.741862,PT Tambang Jaya,Aktif,297.3,16542.01
4248,Tambang A,Emas,755.7,3.93,2023-10-18 05:14:05.006973,PT Emas Sejahtera,Aktif,271.5,81866.5
4249,Tambang C,Batubara,431.1,2.11,2023-05-10 08:33:44.754009,PT Tambang Jaya,Non-Aktif,67.3,12704.2
4250,Tambang A,Batubara,995.59,3.73,2022-12-13 10:57:24.939250,PT Mineral Nusantara,Reklamasi,115.3,97172.8
4251,Tambang A,Batubara,106.28,3.1,2024-08-30 05:15:56.267952,PT Emas Sejahtera,Non-Aktif,281.6,96947.36
4252,Tambang B,Nikel,857.07,4.83,2023-02-15 16:23:57.699858,PT Mineral Nusantara,Aktif,240.9,99189.84
4253,Tambang A,Tembaga,485.18,2.23,2023-08-29 21:00:10.283883,PT Tambang Jaya,Aktif,272.9,97989.23
4254,Tambang B,Batubara,828.88,4.56,2023-10-29 07:54:29.579038,PT Mineral Nusantara,Non-Aktif,173.1,15752.95
4255,Tambang D,Nikel,818.96,4.19,2022-02-06 07:44:31.903790,PT Tambang Jaya,Aktif,80.5,66084.32
4256,Tambang D,Nikel,916.83,3.37,2020-10-26 06:36:46.289956,PT Emas Sejahtera,Aktif,75.8,40569.34
4257,Tambang B,Batubara,304.87,3.45,2024-02-19 06:32:16.362717,PT Emas Sejahtera,Non-Aktif,162.4,73450.5
4258,Tambang B,Batubara,950.3,0.88,2023-02-13 16:09:58.669675,PT Emas Sejahtera,Reklamasi,278.0,41185.88
4259,Tambang C,Emas,160.15,4.78,2020-08-25 12:54:05.157037,PT Mineral Nusantara,Aktif,193.2,38940.62
4260,Tambang C,Batubara,91.15,0.98,2021-01-18 09:27:58.802471,PT Mineral Nusantara,Reklamasi,20.0,90491.16
4261,Tambang C,Emas,437.3,3.03,2021-08-24 08:03:48.532076,PT Mineral Nusantara,Reklamasi,172.5,49960.12
4262,Tambang D,Batubara,830.04,1.99,2022-01-30 03:16:00.176767,PT Tambang Jaya,Reklamasi,186.4,74236.06
4263,Tambang C,Batubara,478.69,2.43,2020-09-09 07:21:15.135574,PT Emas Sejahtera,Reklamasi,178.7,65341.8
4264,Tambang A,Tembaga,830.99,3.25,2022-01-03 20:22:02.236020,PT Mineral Nusantara,Aktif,210.4,66113.14
4265,Tambang A,Batubara,732.39,4.59,2023-05-10 23:17:38.171902,PT Tambang Jaya,Aktif,95.1,35562.65
4266,Tambang C,Batubara,217.33,2.56,2024-11-12 00:24:02.024738,PT Mineral Nusantara,Non-Aktif,51.7,25992.39
4267,Tambang A,Emas,949.39,4.94,2023-08-23 02:59:53.004864,PT Tambang Jaya,Aktif,227.5,88657.72
4268,Tambang D,Emas,70.17,3.17,2022-08-10 18:24:33.754084,PT Emas Sejahtera,Non-Aktif,66.9,3434.4
4269,Tambang A,Tembaga,899.3,1.22,2024-11-13 07:58:04.466058,PT Mineral Nusantara,Reklamasi,43.1,18119.63
4270,Tambang D,Batubara,311.4,1.36,2020-08-05 03:19:36.821412,PT Emas Sejahtera,Non-Aktif,114.2,14145.94
4271,Tambang B,Batubara,505.15,3.72,2023-04-09 13:46:35.182788,PT Mineral Nusantara,Non-Aktif,251.5,94989.33
4272,Tambang B,Emas,428.13,0.73,2021-04-01 06:40:38.087104,PT Tambang Jaya,Aktif,33.8,1497.61
4273,Tambang B,Nikel,180.12,2.66,2024-12-26 22:46:18.112444,PT Emas Sejahtera,Non-Aktif,66.7,1794.21
4274,Tambang B,Nikel,364.57,1.17,2023-04-05 07:51:22.934014,PT Mineral Nusantara,Reklamasi,147.8,23446.1
4275,Tambang A,Nikel,201.01,2.45,2021-08-10 00:07:40.463383,PT Mineral Nusantara,Aktif,93.4,28629.66
4276,Tambang C,Emas,211.85,3.87,2020-11-21 13:16:34.220568,PT Emas Sejahtera,Aktif,219.3,56422.64
4277,Tambang A,Emas,195.19,2.56,2020-12-31 05:34:13.843334,PT Tambang Jaya,Aktif,205.7,96161.7
4278,Tambang D,Nikel,494.13,1.24,2023-04-24 20:45:07.827065,PT Emas Sejahtera,Reklamasi,254.3,47039.21
4279,Tambang A,Nikel,799.95,1.63,2024-07-15 06:30:32.974073,PT Mineral Nusantara,Non-Aktif,69.1,29589.17
4280,Tambang A,Batubara,573.28,2.15,2020-08-05 17:37:46.165255,PT Emas Sejahtera,Aktif,198.2,81883.03
4281,Tambang D,Emas,894.27,0.81,2024-05-04 13:52:59.459298,PT Emas Sejahtera,Non-Aktif,234.7,39192.43
4282,Tambang B,Emas,640.18,3.13,2023-07-11 05:33:26.093040,PT Tambang Jaya,Reklamasi,28.2,15032.94
4283,Tambang B,Nikel,692.45,3.23,2022-09-16 19:57:12.508408,PT Tambang Jaya,Reklamasi,20.7,79663.34
4284,Tambang B,Nikel,670.93,0.78,2023-05-17 12:08:58.729700,PT Emas Sejahtera,Reklamasi,172.2,1239.02
4285,Tambang C,Tembaga,454.96,2.31,2022-12-09 22:04:10.678731,PT Tambang Jaya,Aktif,180.5,21306.37
4286,Tambang D,Emas,692.45,2.36,2021-09-10 09:41:46.880784,PT Tambang Jaya,Aktif,123.9,63878.18
4287,Tambang D,Tembaga,79.01,2.0,2024-12-07 10:31:57.396185,PT Mineral Nusantara,Non-Aktif,20.5,11143.78
4288,Tambang A,Batubara,861.25,3.01,2021-03-29 14:22:38.011417,PT Tambang Jaya,Non-Aktif,126.6,26326.01
4289,Tambang C,Tembaga,780.03,2.06,2024-02-08 14:23:02.716852,PT Emas Sejahtera,Aktif,196.2,39937.13
4290,Tambang B,Nikel,252.78,2.37,2020-03-26 22:15:08.093527,PT Emas Sejahtera,Reklamasi,213.5,40245.45
4291,Tambang C,Emas,770.35,4.09,2022-01-18 04:29:44.481339,PT Mineral Nusantara,Reklamasi,152.9,97307.49
4292,Tambang D,Emas,22.52,1.23,2023-09-10 22:04:52.228396,PT Mineral Nusantara,Aktif,162.3,67879.02
4293,Tambang D,Tembaga,225.07,3.29,2023-08-25 13:26:07.339768,PT Mineral Nusantara,Non-Aktif,205.1,4665.12
4294,Tambang A,Tembaga,74.49,2.78,2022-06-15 06:52:27.324504,PT Emas Sejahtera,Reklamasi,140.3,22913.67
4295,Tambang A,Batubara,782.42,1.87,2024-08-31 05:27:09.518742,PT Emas Sejahtera,Aktif,86.4,62026.67
4296,Tambang D,Batubara,758.32,3.77,2022-10-14 14:37:00.299490,PT Tambang Jaya,Non-Aktif,74.7,71628.86
4297,Tambang B,Nikel,815.5,2.98,2024-11-08 05:37:48.741276,PT Mineral Nusantara,Non-Aktif,228.3,38679.03
4298,Tambang B,Nikel,14.44,2.65,2024-11-01 17:53:28.683199,PT Tambang Jaya,Reklamasi,151.4,85800.6
4299,Tambang C,Nikel,506.22,3.5,2023-10-05 17:38:46.194146,PT Tambang Jaya,Reklamasi,191.0,94399.37
4300,Tambang D,Tembaga,707.79,4.11,2024-03-16 07:13:19.886986,PT Emas Sejahtera,Reklamasi,146.6,61792.17
4301,Tambang D,Tembaga,163.85,4.88,2024-01-20 02:35:11.574827,PT Tambang Jaya,Reklamasi,247.5,56676.58
4302,Tambang B,Emas,653.29,3.33,2022-03-15 00:03:20.915443,PT Mineral Nusantara,Non-Aktif,154.1,75329.74
4303,Tambang B,Nikel,93.27,4.43,2022-07-12 03:30:24.722918,PT Mineral Nusantara,Aktif,296.5,78422.34
4304,Tambang D,Tembaga,189.51,0.5,2021-09-18 10:04:18.583133,PT Emas Sejahtera,Non-Aktif,80.4,22328.06
4305,Tambang A,Emas,481.04,2.89,2021-02-10 15:32:54.842457,PT Emas Sejahtera,Reklamasi,50.2,48873.42
4306,Tambang D,Nikel,657.03,1.47,2021-06-09 07:58:05.578734,PT Emas Sejahtera,Aktif,118.3,45295.83
4307,Tambang D,Batubara,154.41,0.92,2024-10-28 14:35:50.409518,PT Mineral Nusantara,Non-Aktif,276.4,94205.21
4308,Tambang B,Batubara,193.37,2.89,2022-12-01 18:43:48.732320,PT Emas Sejahtera,Aktif,257.2,12064.83
4309,Tambang B,Tembaga,212.4,3.86,2022-08-24 22:41:27.204354,PT Mineral Nusantara,Non-Aktif,81.7,94403.58
4310,Tambang A,Emas,246.31,2.36,2020-07-01 21:12:25.019108,PT Tambang Jaya,Aktif,183.9,57686.86
4311,Tambang A,Batubara,234.29,3.52,2022-12-11 00:18:16.175381,PT Emas Sejahtera,Non-Aktif,180.8,29517.24
4312,Tambang C,Emas,401.2,2.7,2023-08-12 21:02:09.977445,PT Emas Sejahtera,Non-Aktif,95.1,87065.0
4313,Tambang D,Emas,657.25,2.47,2022-10-09 17:14:34.031636,PT Emas Sejahtera,Reklamasi,78.3,5992.06
4314,Tambang B,Batubara,443.65,1.81,2024-12-23 07:40:37.081855,PT Mineral Nusantara,Non-Aktif,123.1,32575.08
4315,Tambang A,Emas,778.21,2.22,2024-01-15 21:28:50.667100,PT Tambang Jaya,Reklamasi,238.7,75501.12
4316,Tambang C,Batubara,722.08,2.07,2022-03-06 14:37:05.420159,PT Emas Sejahtera,Non-Aktif,65.6,82941.48
4317,Tambang C,Tembaga,135.26,3.41,2023-11-22 10:46:18.649012,PT Tambang Jaya,Aktif,139.3,17582.29
4318,Tambang B,Nikel,58.35,1.02,2023-02-28 22:05:15.193554,PT Emas Sejahtera,Aktif,149.7,94235.17
4319,Tambang B,Nikel,879.16,0.92,2023-10-14 04:45:06.047958,PT Mineral Nusantara,Reklamasi,282.3,6318.53
4320,Tambang C,Tembaga,89.03,3.47,2023-08-17 10:05:34.746491,PT Tambang Jaya,Non-Aktif,98.0,43921.93
4321,Tambang A,Batubara,156.86,2.96,2023-12-22 08:18:35.672926,PT Tambang Jaya,Reklamasi,15.7,10647.3
4322,Tambang C,Batubara,31.91,2.44,2024-05-21 02:19:31.543183,PT Emas Sejahtera,Aktif,211.2,10672.08
4323,Tambang D,Batubara,632.05,1.19,2020-11-21 08:41:32.456007,PT Tambang Jaya,Non-Aktif,229.2,91475.96
4324,Tambang D,Batubara,586.55,2.35,2021-09-06 16:00:00.656452,PT Mineral Nusantara,Reklamasi,213.9,90492.54
4325,Tambang B,Tembaga,987.03,4.05,2024-12-22 13:39:18.708711,PT Tambang Jaya,Aktif,213.2,61910.58
4326,Tambang A,Nikel,888.06,4.5,2024-01-01 07:56:14.310905,PT Tambang Jaya,Aktif,150.1,96662.58
4327,Tambang A,Emas,416.73,3.66,2020-11-22 14:24:18.417834,PT Tambang Jaya,Non-Aktif,15.4,49614.28
4328,Tambang D,Emas,377.87,0.77,2022-08-22 16:24:40.157382,PT Tambang Jaya,Non-Aktif,221.7,78502.7
4329,Tambang C,Nikel,303.88,3.52,2023-12-31 20:15:40.061852,PT Emas Sejahtera,Non-Aktif,281.6,10629.67
4330,Tambang B,Tembaga,160.88,1.58,2021-11-11 23:16:40.007636,PT Emas Sejahtera,Reklamasi,55.6,40166.13
4331,Tambang C,Emas,146.7,1.92,2024-05-19 00:57:10.637331,PT Tambang Jaya,Reklamasi,29.7,51994.1
4332,Tambang C,Nikel,140.96,1.38,2022-05-26 06:08:10.822437,PT Tambang Jaya,Non-Aktif,86.9,78036.81
4333,Tambang C,Tembaga,122.97,3.99,2022-09-11 08:54:30.500708,PT Mineral Nusantara,Non-Aktif,256.4,34113.66
4334,Tambang A,Emas,248.11,3.42,2023-10-14 06:21:03.406469,PT Emas Sejahtera,Non-Aktif,40.8,98053.3
4335,Tambang D,Batubara,313.6,3.25,2023-11-24 05:12:04.388592,PT Emas Sejahtera,Aktif,217.4,73748.18
4336,Tambang A,Batubara,961.96,3.51,2023-03-02 08:38:17.258986,PT Emas Sejahtera,Non-Aktif,28.3,53763.82
4337,Tambang D,Tembaga,582.69,1.57,2023-11-12 22:32:35.445817,PT Tambang Jaya,Reklamasi,19.5,33745.73
